IdEmpresa,Año,IdMes,Energía Facturada (MWh),temperatura,precipitacion,PIB_mensual_interpolado,COSTO_CANASTA,INGRESO_FAMILIAR_MENSUAL
20,2010,5,4524.023999999999,16.52,111.79,19500128.31,538.89,448.0
20,2010,6,4609.756,15.75,40.49,19627030.21,538.12,448.0
20,2010,7,4544.24,15.55,79.02,19785292.12,536.93,448.0
20,2010,8,4589.141,15.6,9.32,19984803.5,538.73,448.0
20,2010,9,4838.914000000001,15.68,34.48,20192809.98,539.36,448.0
20,2010,10,4714.139999999999,15.92,17.25,20369211.07,540.1,448.0
20,2010,11,4720.589,15.32,67.51,20503780.26,541.82,448.0
20,2010,12,4645.877,16.07,233.65,20611867.25,544.71,448.0
20,2011,1,5090.77,15.6,238.38,20737236.8,548.63,492.8
20,2011,2,4850.42,16.05,227.58,20902485.18,551.24,492.8
20,2011,3,4833.816,16.08,161.66,21071061.22,551.87,492.8
20,2011,4,5132.717,16.27,297.25,21251886.24,555.27,492.8
20,2011,5,5017.945,15.8,30.55,21398872.73,557.44,492.8
20,2011,6,4939.425,15.42,39.29,21518302.31,556.93,492.8
20,2011,7,4822.52,15.2,48.96,21604093.24,559.41,492.8
20,2011,8,4811.062,15.38,16.61,21667807.12,563.75,492.8
20,2011,9,4889.4220000000005,15.65,57.12,21728562.47,567.41,492.8
20,2011,10,4858.661,13.17,33.64,21809614.29,571.08,492.8
20,2011,11,4997.135,13.43,35.42,21932191.45,572.35,492.8
20,2011,12,4995.2880000000005,13.25,122.94,22065958.74,578.04,492.8
20,2012,1,5215.535,15.22,359.43,22186857.44,581.21,545.07
20,2012,2,5234.538,15.52,297.69,22268266.76,583.27,545.07
20,2012,3,5144.465,16.18,339.03,22329986.56,587.36,545.07
20,2012,4,5296.57,16.0,261.82,22414576.31,588.48,545.07
20,2012,5,5186.434,13.63,116.41,22536010.54,584.71,545.07
20,2012,6,5238.542,13.17,27.46,22673997.17,586.18,545.07
20,2012,7,5377.998,13.4,3.22,22779924.61,585.81,545.07
20,2012,8,5772.21,13.67,2.78,22835995.69,587.86,545.07
20,2012,9,5299.984,13.8,11.24,22878491.75,594.06,545.07
20,2012,10,5136.086,13.6,59.9,22960498.89,595.44,545.07
20,2012,11,5370.798,13.77,81.81,23124667.16,596.42,545.07
20,2012,12,5302.126,13.6,48.8,23327365.05,595.7,545.07
20,2013,1,5918.044,16.08,168.4,23530150.98,601.61,593.6
20,2013,2,5721.5740000000005,16.55,288.38,23689786.83,602.07,593.6
20,2013,3,5442.597,17.1,260.94,23820378.27,604.25,593.6
20,2013,4,5629.683,16.88,160.2,23991557.98,605.52,593.6
20,2013,5,5670.716,16.4,139.27,24208660.05,605.92,593.6
20,2013,6,5709.1720000000005,15.92,15.29,24442731.67,606.29,593.6
20,2013,7,5451.23,15.65,6.55,24619807.88,606.48,593.6
20,2013,8,5576.15,15.85,5.34,24707895.1,609.57,593.6
20,2013,9,5514.674,16.23,11.26,24725220.3,612.05,593.6
20,2013,10,5644.729,16.3,35.35,24715105.0,614.01,593.6
20,2013,11,5765.186,16.32,13.83,24712739.28,617.54,593.6
20,2013,12,5753.407,17.7,86.0,24730327.17,620.86,593.6
20,2014,1,6036.289,17.3,318.65,24775970.49,628.27,634.67
20,2014,2,5737.525,17.03,230.74,24855664.77,628.22,634.67
20,2014,3,5975.145,17.63,249.71,24959070.89,632.19,634.67
20,2014,4,5978.102,17.57,167.56,25109867.71,633.61,634.67
20,2014,5,5911.289,17.47,227.04,25284995.04,634.27,634.67
20,2014,6,6159.307,17.03,39.85,25451593.01,634.67,634.67
20,2014,7,5972.974999999999,16.77,7.62,25547157.3,637.0,634.67
20,2014,8,5906.553,16.5,13.84,25547444.08,638.06,634.67
20,2014,9,5869.873,16.6,39.43,25509584.92,641.2,634.67
20,2014,10,5854.97,16.97,74.09,25516850.62,642.85,634.67
20,2014,11,6232.620000000001,17.2,25.93,25615754.16,644.74,634.67
20,2014,12,6090.087,13.95,86.71,25706584.96,646.3,634.67
20,2015,2,6407.394,17.53,310.46,25402791.89,654.48,660.8
20,2015,3,6060.2880000000005,17.53,322.43,25106748.8,657.68,660.8
20,2015,4,6265.254999999999,17.87,257.61,24904872.93,660.85,660.8
20,2015,5,6196.058,17.9,184.28,24967235.01,665.09,660.8
20,2015,6,6313.707,17.7,59.43,25183993.99,666.92,660.8
20,2015,7,6153.796,13.9,40.49,25369058.98,668.57,660.8
20,2015,8,6239.623,14.55,7.99,25397950.6,668.95,660.8
20,2015,9,6404.45,14.85,23.13,25293291.89,670.53,660.8
20,2015,10,6807.85369,14.3,90.2,25133753.15,669.88,660.8
20,2015,11,6517.542,14.3,139.94,24971851.19,669.96,660.8
20,2015,12,6502.034640000001,15.0,79.75,24848501.57,673.21,660.8
20,2016,1,6881.88983,14.65,261.12,24779695.26,675.93,683.2
20,2016,2,6910.291,14.65,167.8,24783334.57,678.61,683.2
20,2016,3,6659.24967,14.95,439.23,24822407.15,680.7,683.2
20,2016,4,6848.635329999999,14.95,225.37,24858919.55,683.16,683.2
20,2016,5,6779.99361,14.6,57.98,24863203.11,686.74,683.2
20,2016,6,6769.616,14.05,30.27,24878172.36,688.53,683.2
20,2016,7,6572.502,13.85,28.23,24960917.54,688.21,683.2
20,2016,8,6792.5845,13.1,10.24,25160152.91,689.1,683.2
20,2016,9,6683.898,13.7,34.65,25449652.98,691.38,683.2
20,2016,10,6955.635,13.5,22.5,25775821.66,691.88,683.2
20,2016,11,7009.269,13.8,32.8,26120322.63,692.56,683.2
20,2017,1,7188.1320000000005,14.7,215.3,26681922.74,701.93,700.0
20,2017,2,6895.852000000001,14.45,134.45,26842647.08,708.52,700.0
20,2017,3,7225.89839,14.2,121.18,26892590.77,709.22,700.0
20,2017,4,7045.088,13.55,90.24,26830156.28,706.04,700.0
20,2017,5,7030.16723,13.75,59.48,26657579.08,709.18,700.0
20,2017,6,7032.14143,14.05,58.54,26445443.19,707.47,700.0
20,2017,7,6983.997,14.4,18.48,26304819.34,708.51,700.0
20,2017,8,7048.031833,14.15,8.62,26300401.7,709.25,700.0
20,2017,9,7158.7575400000005,14.65,44.18,26404708.24,708.79,700.0
26,2009,1,301141.05440100003,26.7,172.2,19048194.13,512.03,406.93
26,2009,2,290713.342863,26.5,182.55,19017244.53,513.27,406.93
26,2009,3,312866.882215,27.1,214.6,18989494.5,519.9,406.93
26,2009,4,314010.546441,28.0,62.65,18961052.71,522.76,406.93
26,2009,5,316046.288144,27.5,18.35,18936260.49,522.75,406.93
26,2009,6,307467.984159,26.1,1.05,18907178.5,522.38,406.93
26,2009,7,302449.10682,25.6,0.3,18867992.41,521.73,406.93
26,2009,8,302099.095693,25.3,0.0,18815652.9,519.3,406.93
26,2009,9,292233.899902,25.4,0.0,18780968.14,521.26,406.93
26,2009,10,311517.850939,25.3,0.0,18799372.21,522.34,406.93
26,2009,11,284663.197763,25.8,0.0,18894316.02,522.59,406.93
26,2009,12,285988.262925,27.4,0.0,19028374.04,528.9,406.93
26,2010,1,302857.812106,27.4,131.1,19164426.62,534.33,448.0
26,2010,2,316484.245561,27.5,321.57,19263288.02,535.48,448.0
26,2010,3,328430.230017,27.9,142.37,19331388.5,535.56,448.0
26,2010,4,353003.261283,28.2,213.4,19406796.34,539.67,448.0
26,2010,5,339323.38420800003,27.4,15.33,19500128.31,538.89,448.0
26,2010,6,323143.255138,25.7,3.97,19627030.21,538.12,448.0
26,2010,7,319551.333528,25.5,5.7,19785292.12,536.93,448.0
26,2010,8,316674.774485,24.7,0.07,19984803.5,538.73,448.0
26,2010,9,310656.095712,25.0,0.0,20192809.98,539.36,448.0
26,2010,10,324555.355549,25.5,0.0,20369211.07,540.1,448.0
26,2010,11,311798.743483,24.9,7.73,20503780.26,541.82,448.0
26,2010,12,325273.345611,25.8,88.13,20611867.25,544.71,448.0
26,2011,1,329162.89286100003,27.0,144.2,20737236.8,548.63,492.8
26,2011,2,342456.770921,27.0,153.33,20902485.18,551.24,492.8
26,2011,3,356739.178015,28.5,39.37,21071061.22,551.87,492.8
26,2011,4,362181.403497,27.4,264.27,21251886.24,555.27,492.8
26,2011,5,378106.743066,27.6,1.1,21398872.73,557.44,492.8
26,2011,6,346751.28671400005,26.4,15.8,21518302.31,556.93,492.8
26,2011,7,340389.943209,25.3,13.47,21604093.24,559.41,492.8
26,2011,8,345807.83701300004,24.7,0.0,21667807.12,563.75,492.8
26,2011,9,327640.14853,25.0,0.0,21728562.47,567.41,492.8
26,2011,10,324890.741513,24.7,0.63,21809614.29,571.08,492.8
26,2011,11,330227.538465,26.0,0.3,21932191.45,572.35,492.8
26,2011,12,350932.326502,27.5,22.3,22065958.74,578.04,492.8
26,2012,1,360389.800823,26.0,250.3,22186857.44,581.21,545.07
26,2012,2,342942.30841,26.1,411.0,22268266.76,583.27,545.07
26,2012,3,370388.75563,27.3,289.7,22329986.56,587.36,545.07
26,2012,4,376618.666754,27.6,149.15,22414576.31,588.48,545.07
26,2012,5,394371.526785,27.8,43.25,22536010.54,584.71,545.07
26,2012,6,378082.84588,27.4,5.6,22673997.17,586.18,545.07
26,2012,7,344522.945309,26.3,0.0,22779924.61,585.81,545.07
26,2012,8,363382.026702,25.0,0.0,22835995.69,587.86,545.07
26,2012,9,324431.072355,25.4,0.35,22878491.75,594.06,545.07
26,2012,10,353271.685959,25.5,1.55,22960498.89,595.44,545.07
26,2012,11,349892.898188,26.2,2.75,23124667.16,596.42,545.07
26,2012,12,358418.472685,27.3,16.05,23327365.05,595.7,545.07
26,2013,1,391754.458477,26.9,180.05,23530150.98,601.61,593.6
26,2013,2,368978.677823,27.0,244.25,23689786.83,602.07,593.6
26,2013,3,386914.702665,27.4,354.65,23820378.27,604.25,593.6
26,2013,4,395356.021044,27.6,84.45,23991557.98,605.52,593.6
26,2013,5,391699.778671,26.6,1.35,24208660.05,605.92,593.6
26,2013,6,358942.125199,25.0,0.7,24442731.67,606.29,593.6
26,2013,7,350684.899853,24.3,0.0,24619807.88,606.48,593.6
26,2013,8,368610.170852,24.7,0.3,24707895.1,609.57,593.6
26,2013,9,368725.000815,25.5,0.0,24725220.3,612.05,593.6
26,2013,10,378034.663794,25.7,0.65,24715105.0,614.01,593.6
26,2013,11,375579.769719,25.6,0.45,24712739.28,617.54,593.6
26,2013,12,389566.345489,27.5,0.6,24730327.17,620.86,593.6
26,2014,1,405645.635174,27.0,212.95,24775970.49,628.27,634.67
26,2014,2,374972.842546,26.9,187.9,24855664.77,628.22,634.67
26,2014,3,412048.642763,28.2,124.75,24959070.89,632.19,634.67
26,2014,4,423977.940628,28.1,64.0,25109867.71,633.61,634.67
26,2014,5,429309.619669,27.1,150.85,25284995.04,634.27,634.67
26,2014,6,411583.996713,27.3,11.9,25451593.01,634.67,634.67
26,2014,7,404023.91239,26.2,3.25,25547157.3,637.0,634.67
26,2014,8,401641.316448,25.5,0.0,25547444.08,638.06,634.67
26,2014,9,383001.143813,25.6,1.6,25509584.92,641.2,634.67
26,2014,10,396623.737042,25.8,6.0,25516850.62,642.85,634.67
26,2014,11,401711.856775,26.3,0.0,25615754.16,644.74,634.67
26,2014,12,420925.073062,27.9,0.05,25706584.96,646.3,634.67
26,2015,2,410870.521897,27.7,106.8,25402791.89,654.48,660.8
26,2015,3,431430.035016,27.6,345.1,25106748.8,657.68,660.8
26,2015,4,427413.057708,28.1,306.35,24904872.93,660.85,660.8
26,2015,5,442515.665572,28.1,140.9,24967235.01,665.09,660.8
26,2015,6,424581.719755,27.7,66.0,25183993.99,666.92,660.8
26,2015,7,439725.764195,27.1,3.65,25369058.98,668.57,660.8
26,2015,8,413195.891357,26.0,0.0,25397950.6,668.95,660.8
26,2015,9,388542.188056,26.9,0.0,25293291.89,670.53,660.8
26,2015,10,413576.320739,26.7,8.55,25133753.15,669.88,660.8
26,2016,1,426587.295431,27.3,266.75,24779695.26,675.93,683.2
26,2016,2,395082.836006,27.6,158.0,24783334.57,678.61,683.2
26,2016,3,430962.566466,27.8,292.45,24822407.15,680.7,683.2
26,2016,4,430062.972098,27.6,204.0,24858919.55,683.16,683.2
26,2016,5,425571.582464,28.5,12.65,24863203.11,686.74,683.2
26,2016,6,422630.194864,27.4,0.0,24878172.36,688.53,683.2
30,2009,1,58264.480974,15.41,162.36,19048194.13,512.03,406.93
30,2009,2,55364.28670700001,15.3,121.29,19017244.53,513.27,406.93
30,2009,3,57920.308343,15.84,111.37,18989494.5,519.9,406.93
30,2009,4,57946.867531,15.72,132.07,18961052.71,522.76,406.93
30,2009,5,58812.676758,15.75,98.76,18936260.49,522.75,406.93
30,2009,6,59781.389133,15.38,93.32,18907178.5,522.38,406.93
30,2009,7,59065.366251,15.06,81.3,18867992.41,521.73,406.93
30,2009,8,55312.814909,15.13,66.0,18815652.9,519.3,406.93
30,2009,9,59096.801705000005,15.96,40.93,18780968.14,521.26,406.93
30,2009,10,57285.357143,16.31,65.74,18799372.21,522.34,406.93
30,2009,11,52618.737831,16.42,58.39,18894316.02,522.59,406.93
30,2009,12,53652.24815,18.16,100.48,19028374.04,528.9,406.93
30,2010,1,56059.953558,16.35,64.89,19164426.62,534.33,448.0
30,2010,2,56248.26769,16.65,129.25,19263288.02,535.48,448.0
30,2010,3,59623.627648,16.85,124.99,19331388.5,535.56,448.0
30,2010,4,60900.472071,16.61,148.14,19406796.34,539.67,448.0
30,2010,5,61479.588367,16.38,140.94,19500128.31,538.89,448.0
30,2010,6,61473.436572000006,15.36,108.86,19627030.21,538.12,448.0
30,2010,7,60420.697091,15.36,84.88,19785292.12,536.93,448.0
30,2010,8,59029.332907,14.62,41.43,19984803.5,538.73,448.0
30,2010,9,60066.930967,15.53,36.06,20192809.98,539.36,448.0
30,2010,10,62986.681951,16.36,68.27,20369211.07,540.1,448.0
30,2010,11,63559.892346,15.84,91.18,20503780.26,541.82,448.0
30,2010,12,61942.781275,15.73,126.08,20611867.25,544.71,448.0
30,2011,1,64005.116928,15.38,131.78,20737236.8,548.63,492.8
30,2011,2,61045.02511,15.63,159.19,20902485.18,551.24,492.8
30,2011,3,62999.64546,16.14,112.28,21071061.22,551.87,492.8
30,2011,4,63613.513051,15.96,235.41,21251886.24,555.27,492.8
30,2011,5,65676.031756,15.85,106.39,21398872.73,557.44,492.8
30,2011,6,66237.913751,15.58,87.12,21518302.31,556.93,492.8
30,2011,7,66140.526115,14.76,120.18,21604093.24,559.41,492.8
30,2011,8,67029.77535499999,15.39,58.24,21667807.12,563.75,492.8
30,2011,9,66323.140063,15.31,88.57,21728562.47,567.41,492.8
30,2011,10,66281.600121,15.92,63.1,21809614.29,571.08,492.8
30,2011,11,67955.27070600001,16.0,112.28,21932191.45,572.35,492.8
30,2011,12,65018.205824,17.57,143.19,22065958.74,578.04,492.8
30,2012,1,68719.812266,15.5,195.34,22186857.44,581.21,545.07
30,2012,2,66003.572949,15.4,175.26,22268266.76,583.27,545.07
30,2012,3,67052.829045,15.72,156.41,22329986.56,587.36,545.07
30,2012,4,68007.084163,15.6,146.26,22414576.31,588.48,545.07
30,2012,5,69178.054426,15.35,100.14,22536010.54,584.71,545.07
30,2012,6,68623.020838,15.17,87.37,22673997.17,586.18,545.07
30,2012,7,68745.116085,14.06,84.17,22779924.61,585.81,545.07
30,2012,8,69692.640976,13.98,73.6,22835995.69,587.86,545.07
30,2012,9,69125.500177,14.54,49.52,22878491.75,594.06,545.07
30,2012,10,70901.457667,15.19,92.05,22960498.89,595.44,545.07
30,2012,11,69950.801051,15.67,86.85,23124667.16,596.42,545.07
30,2012,12,70579.609899,15.6,72.68,23327365.05,595.7,545.07
30,2013,1,71607.892342,15.73,118.46,23530150.98,601.61,593.6
30,2013,2,66746.780627,15.49,143.91,23689786.83,602.07,593.6
30,2013,3,70220.03560900001,15.86,131.09,23820378.27,604.25,593.6
30,2013,4,72320.982243,15.75,62.33,23991557.98,605.52,593.6
30,2013,5,72697.840626,15.55,135.83,24208660.05,605.92,593.6
30,2013,6,72577.17383,14.83,105.12,24442731.67,606.29,593.6
30,2013,7,73020.45071,13.87,103.48,24619807.88,606.48,593.6
30,2013,8,72723.280356,14.31,65.17,24707895.1,609.57,593.6
30,2013,9,73229.53969,14.62,55.82,24725220.3,612.05,593.6
30,2013,10,75465.203293,15.42,104.49,24715105.0,614.01,593.6
30,2013,11,76409.607561,15.85,59.86,24712739.28,617.54,593.6
30,2013,12,74009.974207,14.83,61.02,24730327.17,620.86,593.6
30,2014,1,77248.881921,16.74,114.18,24775970.49,628.27,634.67
30,2014,2,70000.83601500001,16.41,96.49,24855664.77,628.22,634.67
30,2014,3,72381.823297,16.27,166.13,24959070.89,632.19,634.67
30,2014,4,78287.86954700001,16.19,136.41,25109867.71,633.61,634.67
30,2014,5,79357.854961,15.39,166.25,25284995.04,634.27,634.67
30,2014,6,79351.030808,14.65,96.7,25451593.01,634.67,634.67
30,2014,7,80418.99317100001,14.36,80.82,25547157.3,637.0,634.67
30,2014,8,79481.251786,13.7,69.5,25547444.08,638.06,634.67
30,2014,9,79794.02590000001,14.07,70.82,25509584.92,641.2,634.67
30,2014,10,80723.492185,14.2,99.85,25516850.62,642.85,634.67
30,2014,11,80287.99741099999,15.09,62.62,25615754.16,644.74,634.67
30,2014,12,80151.37257,15.2,69.59,25706584.96,646.3,634.67
30,2015,2,78219.052917,16.67,104.53,25402791.89,654.48,660.8
30,2015,3,83107.977661,16.45,183.32,25106748.8,657.68,660.8
30,2015,4,82650.165738,16.21,146.3,24904872.93,660.85,660.8
30,2015,5,82862.812944,16.54,102.49,24967235.01,665.09,660.8
30,2015,6,82543.99934000001,15.51,144.14,25183993.99,666.92,660.8
30,2015,7,83307.00846,15.92,127.36,25369058.98,668.57,660.8
30,2015,8,82007.795057,15.82,64.94,25397950.6,668.95,660.8
30,2015,9,83335.384508,16.21,39.64,25293291.89,670.53,660.8
30,2015,10,85243.811968,15.94,98.81,25133753.15,669.88,660.8
30,2015,11,82783.632996,15.98,69.0,24971851.19,669.96,660.8
30,2015,12,81840.611641,15.95,44.23,24848501.57,673.21,660.8
30,2016,1,84225.33593300001,17.61,79.07,24779695.26,675.93,683.2
30,2016,2,81101.991115,17.05,119.18,24783334.57,678.61,683.2
30,2016,3,83662.25653700001,17.12,171.83,24822407.15,680.7,683.2
30,2016,4,84159.164822,17.12,162.1,24858919.55,683.16,683.2
30,2016,5,84190.19815699999,16.83,77.34,24863203.11,686.74,683.2
30,2016,6,85013.459586,15.84,126.48,24878172.36,688.53,683.2
30,2016,7,82906.535296,15.64,45.84,24960917.54,688.21,683.2
30,2016,8,83527.713259,15.47,36.67,25160152.91,689.1,683.2
30,2016,9,84001.13747,13.97,50.72,25449652.98,691.38,683.2
30,2016,10,85673.576779,10.95,75.71,25775821.66,691.88,683.2
30,2016,11,81198.941689,10.67,78.82,26120322.63,692.56,683.2
30,2016,12,81752.81033000001,10.07,80.9,26426986.93,700.96,683.2
30,2017,1,83930.138886,15.36,133.35,26681922.74,701.93,700.0
30,2017,2,79717.521798,15.2,156.92,26842647.08,708.52,700.0
30,2017,3,85887.929382,15.05,171.16,26892590.77,709.22,700.0
30,2017,4,92175.850888,15.55,88.53,26830156.28,706.04,700.0
30,2017,5,88319.07920000001,15.49,87.09,26657579.08,709.18,700.0
30,2017,6,90195.647144,15.47,60.03,26445443.19,707.47,700.0
30,2017,7,88520.614143,14.79,71.28,26304819.34,708.51,700.0
30,2017,8,88301.000596,14.17,68.76,26300401.7,709.25,700.0
30,2017,9,87566.335709,13.58,59.62,26404708.24,708.79,700.0
30,2017,10,125198.157439,13.98,74.95,26551265.76,708.01,700.0
30,2017,11,88324.2039,13.65,71.25,26697665.09,706.31,700.0
30,2017,12,89175.25723399999,15.73,55.18,26813037.94,708.98,700.0
30,2018,1,88926.815453,17.1,100.99,26889942.88,712.03,720.53
30,2018,2,85361.773838,17.03,125.76,26915764.97,710.46,720.53
30,2018,3,83659.862207,15.5,55.55,26912429.42,711.13,720.53
30,2018,4,91276.01217,14.6,91.49,26905269.6,709.74,720.53
30,2018,5,92370.61569,14.95,134.39,26913165.18,710.07,720.53
30,2018,6,91615.396525,14.5,32.43,26924231.05,708.22,720.53
30,2018,7,89843.187599,13.9,12.08,26917973.02,707.54,720.53
30,2018,8,92110.641264,13.95,30.82,26880006.08,710.76,720.53
30,2018,9,90640.393479,14.7,24.48,26822391.8,712.66,720.53
30,2018,10,91021.284826,15.5,41.42,26765775.5,714.31,720.53
30,2018,11,94493.922829,15.4,122.44,26724149.3,714.67,720.53
30,2018,12,88426.046019,15.3,32.45,26714691.13,715.16,720.53
30,2019,1,92656.684151,17.13,182.0,26751271.67,719.88,735.47
30,2019,2,90529.686917,17.47,91.33,26840265.48,717.79,735.47
30,2019,3,89402.486754,15.7,87.15,26939093.07,713.05,735.47
35,2009,1,23363.94,15.33,265.34,19048194.13,512.03,406.93
35,2009,2,22857.95,15.9,202.55,19017244.53,513.27,406.93
35,2009,3,24353.83,16.3,304.32,18989494.5,519.9,406.93
35,2009,4,22552.89,16.36,170.44,18961052.71,522.76,406.93
35,2009,5,23474.43,16.36,71.6,18936260.49,522.75,406.93
35,2009,6,23850.2,15.88,27.28,18907178.5,522.38,406.93
35,2009,7,24044.37,15.78,14.58,18867992.41,521.73,406.93
35,2009,8,23988.19,15.92,19.18,18815652.9,519.3,406.93
35,2009,9,25178.44,16.18,18.36,18780968.14,521.26,406.93
35,2009,10,25580.82,16.48,32.43,18799372.21,522.34,406.93
35,2009,11,25796.16,16.64,24.73,18894316.02,522.59,406.93
35,2009,12,23400.69,17.85,183.67,19028374.04,528.9,406.93
35,2010,1,26862.49,16.44,209.2,19164426.62,534.33,448.0
35,2010,2,26619.1,16.88,347.35,19263288.02,535.48,448.0
35,2010,3,29377.613,16.98,288.99,19331388.5,535.56,448.0
35,2010,4,29223.71,17.1,405.09,19406796.34,539.67,448.0
35,2010,5,29941.42,17.06,126.72,19500128.31,538.89,448.0
35,2010,6,31449.93,15.94,51.55,19627030.21,538.12,448.0
35,2010,7,30530.84,15.64,65.66,19785292.12,536.93,448.0
35,2010,8,29545.38,15.56,12.72,19984803.5,538.73,448.0
35,2010,9,30831.863,15.6,30.17,20192809.98,539.36,448.0
35,2010,10,31566.553,16.08,25.15,20369211.07,540.1,448.0
35,2010,11,30673.66,15.66,96.4,20503780.26,541.82,448.0
35,2010,12,30091.005,15.32,344.38,20611867.25,544.71,448.0
35,2011,1,32227.622,15.64,301.12,20737236.8,548.63,492.8
35,2011,2,31699.58,16.0,344.73,20902485.18,551.24,492.8
35,2011,3,33472.107,16.2,241.87,21071061.22,551.87,492.8
35,2011,4,33072.57,16.4,402.62,21251886.24,555.27,492.8
35,2011,5,34547.42,16.46,33.96,21398872.73,557.44,492.8
35,2011,6,33595.57,16.06,48.51,21518302.31,556.93,492.8
35,2011,7,35277.06,15.44,51.9,21604093.24,559.41,492.8
35,2011,8,35877.791,15.64,13.38,21667807.12,563.75,492.8
35,2011,9,35266.262,15.72,24.85,21728562.47,567.41,492.8
35,2011,10,38881.49,15.8,32.22,21809614.29,571.08,492.8
35,2011,11,35568.722,15.92,55.33,21932191.45,572.35,492.8
35,2011,12,35491.077000000005,15.78,136.62,22065958.74,578.04,492.8
35,2012,1,36928.081,15.21,272.48,22186857.44,581.21,545.07
35,2012,2,31358.79,15.16,240.59,22268266.76,583.27,545.07
35,2012,3,38398.33,15.49,218.3,22329986.56,587.36,545.07
35,2012,4,35310.053,15.46,224.8,22414576.31,588.48,545.07
35,2012,5,38047.39,15.46,131.74,22536010.54,584.71,545.07
35,2012,6,37284.915,15.11,45.11,22673997.17,586.18,545.07
35,2012,7,37795.48,15.13,8.66,22779924.61,585.81,545.07
35,2012,8,38995.293,15.08,13.29,22835995.69,587.86,545.07
35,2012,9,37543.727,15.38,17.56,22878491.75,594.06,545.07
35,2012,10,38384.967,15.82,55.45,22960498.89,595.44,545.07
35,2012,11,37644.205,15.88,71.18,23124667.16,596.42,545.07
35,2012,12,36417.56,16.7,57.62,23327365.05,595.7,545.07
35,2013,1,38882.26,15.61,180.07,23530150.98,601.61,593.6
35,2013,2,36349.31605,15.23,199.51,23689786.83,602.07,593.6
35,2013,3,34211.57,15.67,279.47,23820378.27,604.25,593.6
35,2013,4,31744.06,15.83,179.07,23991557.98,605.52,593.6
35,2013,5,36814.456,15.33,149.22,24208660.05,605.92,593.6
35,2013,6,37365.704,15.07,20.28,24442731.67,606.29,593.6
35,2013,7,36697.31,14.31,10.25,24619807.88,606.48,593.6
35,2013,8,39730.669,14.66,20.36,24707895.1,609.57,593.6
35,2013,9,39080.925,14.99,14.37,24725220.3,612.05,593.6
35,2013,10,40372.949,15.27,52.52,24715105.0,614.01,593.6
35,2013,11,39476.73,15.6,32.78,24712739.28,617.54,593.6
35,2013,12,38223.649,15.92,80.58,24730327.17,620.86,593.6
35,2014,1,39375.264,15.88,268.16,24775970.49,628.27,634.67
35,2014,2,37840.533,15.98,203.13,24855664.77,628.22,634.67
35,2014,3,42688.65,16.23,251.3,24959070.89,632.19,634.67
35,2014,4,41916.575,16.08,157.77,25109867.71,633.61,634.67
35,2014,5,43081.51,16.13,232.71,25284995.04,634.27,634.67
35,2014,6,40723.248,15.63,50.26,25451593.01,634.67,634.67
35,2014,7,42923.899,15.47,13.0,25547157.3,637.0,634.67
35,2014,8,41631.829,15.03,17.84,25547444.08,638.06,634.67
35,2014,9,43237.603,15.28,42.76,25509584.92,641.2,634.67
35,2014,10,44843.636,15.68,64.24,25516850.62,642.85,634.67
35,2014,11,43205.164,16.0,39.56,25615754.16,644.74,634.67
35,2014,12,40039.289,16.0,62.15,25706584.96,646.3,634.67
35,2015,2,42324.569,16.07,229.29,25402791.89,654.48,660.8
35,2015,3,46066.044,16.17,253.02,25106748.8,657.68,660.8
35,2015,4,44103.458,16.25,196.98,24904872.93,660.85,660.8
35,2015,5,44714.108,16.28,145.24,24967235.01,665.09,660.8
35,2015,6,43662.701,15.72,79.78,25183993.99,666.92,660.8
35,2015,7,45811.153,15.63,50.19,25369058.98,668.57,660.8
35,2015,8,33957.066,15.6,7.18,25397950.6,668.95,660.8
35,2015,9,36877.197,16.02,13.65,25293291.89,670.53,660.8
35,2015,10,45194.686,16.27,60.74,25133753.15,669.88,660.8
35,2015,11,44372.43,16.4,79.59,24971851.19,669.96,660.8
35,2015,12,40993.264,16.5,106.26,24848501.57,673.21,660.8
35,2016,1,38266.64,18.06,282.79,24779695.26,675.93,683.2
35,2016,2,39410.777,17.74,164.23,24783334.57,678.61,683.2
35,2016,3,39379.14,17.9,275.86,24822407.15,680.7,683.2
35,2016,4,40194.9,17.8,256.58,24858919.55,683.16,683.2
35,2016,5,39270.62,15.73,90.22,24863203.11,686.74,683.2
35,2016,6,40099.776734,14.45,44.73,24878172.36,688.53,683.2
35,2016,7,41533.915113,14.28,30.17,24960917.54,688.21,683.2
35,2016,8,42687.40451,14.62,10.56,25160152.91,689.1,683.2
35,2016,9,42681.511222,14.62,36.64,25449652.98,691.38,683.2
35,2016,10,43185.941896,16.2,30.76,25775821.66,691.88,683.2
35,2016,11,44105.999657,16.47,43.3,26120322.63,692.56,683.2
35,2016,12,40372.171992,15.8,64.58,26426986.93,700.96,683.2
35,2017,1,46491.573757,15.9,242.68,26681922.74,701.93,700.0
35,2017,2,43323.708966,16.22,208.92,26842647.08,708.52,700.0
35,2017,3,44851.44214,16.05,263.22,26892590.77,709.22,700.0
35,2017,4,46905.823213,16.2,169.09,26830156.28,706.04,700.0
35,2017,5,42964.790251,16.22,172.79,26657579.08,709.18,700.0
35,2017,6,47326.163727,15.52,58.66,26445443.19,707.47,700.0
35,2017,7,46695.434603,15.15,18.25,26304819.34,708.51,700.0
35,2017,8,46719.296301,15.38,39.9,26300401.7,709.25,700.0
